GENE_ID,Chr,Start,End,Strand,Length,DFT1_CONT_1_S10,DFT1_CONT_2_S7,DFT1_CONT_3_S6,DFT1_Saha1_1_S1,DFT1_Saha1_2_S24,DFT1_Saha1_3_S12,DFT1_Saha2_1_S3,DFT1_Saha2_2_S22,DFT1_Saha2_3_S9,DFT1_Saha3_1_S23,DFT1_Saha3_2_S18,DFT1_Saha3_3_S14,DFT1_Saha4_1_S11,DFT1_Saha4_2_S2,DFT1_Saha4_3_S15,DFT1_Saha5_1_S8,DFT1_Saha5_2_S21,DFT1_Saha5_3_S5,DFT1_Saha6_1_S19,DFT1_Saha6_2_S16,DFT1_Saha6_3_S20,DFT1_Saha7_1_S13,DFT1_Saha7_2_S17,DFT1_Saha7_3_S4
STAC3,NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1,57321;57321;57321;57322;58303;58303;58303;58303;58303;58536;58575;58575;58575;58575;58795;58795;58795;58795;58795;59193;59193;59193;59193;59193;59406;59406;59406;59406;59406;61530;61530;61530;61530;61530;62055;62055;62055;62055;62055;62355;62355;62355;62355;62355;62711;62711;62711;62711;62711;63243;63243;63243;63243;63243;63391;65094;68789,58140;58140;58140;58140;58440;58440;58440;58440;58440;58626;58626;58626;58626;58626;58880;58880;58880;58880;58880;59242;59242;59242;59242;59242;59472;59472;59472;59472;59472;61621;61621;61621;61621;61621;62130;62130;62130;62130;62130;62452;62452;62452;62452;62452;62981;62981;62981;62981;62981;64274;63368;63306;63306;63306;63473;65216;68807,-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-,2963,201,235,270,205,216,232,244,218,192,243,225,284,239,229,241,106,145,105,346,281,290,257,214,263
R3HDM2,NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1,65214;68789;69242;70190;70990;75946;76777;77375;77745;78380;81337;93826;95193;100634;100786;103428;106221;106823;107661;108414;109346;109932;115881;128377,65488;68873;69339;70334;71168;76046;76931;77535;77871;78622;81438;93980;95425;100687;100817;103523;106329;106963;107720;108492;109472;110018;115922;128573,-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-,3083,2768,3854,3642,3203,3019,3198,3382,3020,2953,3005,2727,3171,3430,3266,3197,612,677,821,2550,2019,2024,3589,3763,3107
INHBC,NW_003843736.1;NW_003843736.1,232576;234262,233124;236932,+;+,3220,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1
INHBE,NW_003843736.1;NW_003843736.1,239982;240768,240499;241778,+;+,1529,0,0,0,1,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0
GLI1,NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1,247843;247843;248381;248784;248814;249237;249237;250133;250133;250622;250622;251187;251187;251814;251814;253200;253200;254281;254281;254791;254791,247942;247942;248476;248979;248979;249381;249381;250222;250222;250759;250759;251336;251336;251978;251978;253430;253430;254569;254569;256484;256484,+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+,3294,14,17,14,15,13,11,13,10,11,25,25,26,50,27,36,2,2,1,8,11,5,17,15,17
ARHGAP9,NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1,260338;260338;260338;263035;263035;263035;263363;263363;263363;263758;263758;263758;263972;263972;263972;264879;264879;264879;265189;265189;265189;265485;265485;265485;265908;265908;265908;266171;266171;266171;266583;266583;266583;266996;266996;266996;267548;267548;267548;267921;267921;267921;268502;268502;268502;268890;268890;269398;269989;270574;271312,262558;262558;262558;263140;263140;263140;263497;263497;263497;263811;263811;263811;264049;264049;264049;264977;264977;264977;265290;265290;265290;265623;265623;265623;266006;266006;266006;266266;266266;266266;266670;266670;266670;267057;267057;267057;267619;267619;267619;268043;268043;268043;268723;268723;268720;268999;268964;269618;270326;270661;271912,-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-,5054,27,56,44,63,53,51,74,48,72,181,159,179,596,553,572,13,7,13,78,66,71,46,48,39
LOC111721213,NW_003843736.1;NW_003843736.1;NW_003843736.1,269138;269530;270609,269287;269621;270691,+;+;+,325,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,1,0,0
MARS,NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1,292775;292775;292775;295046;295046;295046;295755;295755;295755;295917;295917;295917;296139;296139;296139;296385;296385;296385;296750;296750;296750;297219;297219;297219;297890;297890;297890;299227;299227;299227;299697;299697;299697;299853;299853;299853;300265;300265;300265;300575;300575;300575;302880;302880;302880;304248;304248;304248;304494;304494;304494;304685;304685;304685;305484;305484;305484;305714;305714;305846;305846;306007;306007;306007,292987;292987;292987;295136;295136;295136;295833;295833;295833;296051;296051;296051;296214;296214;296214;296557;296557;296557;296862;296862;296862;297335;297335;297335;298093;298093;298093;299428;299428;299428;299771;299771;299771;300023;300023;300023;300360;300360;300360;300692;300692;300692;303093;303093;303093;304379;304379;304379;304598;304598;304598;304871;304871;304871;305555;305555;305555;305737;305929;305929;305929;306241;306241;306241,+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+,3024,5134,6541,6182,5805,5483,5980,6045,5143,4887,5438,5132,5391,5975,5683,5750,3512,3276,3940,5170,4353,4453,6056,5973,5454
DDIT3,NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1,306191;306191;306891;306891;307373;307373;308701;308707,306705;306705;307046;307046;307420;307420;308822;308888,-;-;-;-;-;-;-;-,907,103,136,111,124,104,90,103,89,92,119,121,147,236,223,214,80,63,76,186,187,203,89,118,95
MBD6,NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1,312239;312622;313356;313589;314015;315278;316126;316455;316768;317271;317550;317738,312418;312758;313458;313751;315070;315927;316279;316624;317178;317323;317610;318697,+;+;+;+;+;+;+;+;+;+;+;+,4098,2118,2733,2714,2220,2216,2362,2542,2152,2235,2944,2571,2988,3024,2928,2949,1231,1203,1409,2815,2354,2489,2615,2567,2339
DCTN2,NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1,318884;319785;319998;320394;320554;320794;321288;321685;321970;322282;322643;322982;325268;331331,319331;319876;320100;320465;320631;320832;321353;321835;322130;322380;322704;323078;325273;331399,-;-;-;-;-;-;-;-;-;-;-;-;-;-,1543,7258,8636,8257,7564,7184,8079,8027,6935,6509,7930,7606,7908,10283,9650,9631,4317,4565,5028,7806,6467,6909,8247,7620,7200
KIF5A,NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1,342437;342437;348185;348370;349081;351578;351578;352085;352085;352408;352408;352718;352718;353070;353070;353342;353342;353617;353617;354184;354184;354491;354491;362911;362911;363441;363441;364261;364261;364828;364828;365438;365438;365638;365638;366091;366091;366407;366407;366748;366748;366981;366981;369049;369049;369665;369665;370176;370176;370703;370703;371561;371561,342565;342565;348272;348443;349185;351626;351626;352140;352140;352495;352495;352842;352842;353174;353174;353490;353490;353765;353765;354359;354359;354559;354559;363117;363117;363587;363587;364449;364449;364945;364945;365502;365502;365747;365747;366192;366192;366467;366467;366819;366819;367085;367085;369265;369265;369818;369818;370258;370258;370730;370730;371639;371639,+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+,3099,5,0,10,5,5,5,4,1,9,7,2,3,6,13,11,0,1,0,3,4,7,3,5,6
PIP4K2C,NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1,377362;377840;378165;379588;379942;380816;381339;381942;382308,377459;377936;378308;379734;379980;380929;381606;382045;384076,+;+;+;+;+;+;+;+;+,2780,583,757,694,741,686,619,635,508,573,683,546,684,909,903,876,190,194,220,539,468,493,738,671,673
DTX3,NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1,387554;387764;388248;389100;390793;391526,387650;387815;388318;389848;391010;392321,+;+;+;+;+;+,1983,63,76,69,64,49,66,56,68,75,71,67,91,139,126,127,21,10,12,63,42,46,65,66,64
ARHGEF25,NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1,392645;393058;395719;396077;396266;396564;396868;397166;397344;397514;397795;398051;398404;398841;399365;400302,392797;393172;395933;396172;396357;396630;396971;397235;397433;397606;397845;398128;398604;399021;399573;400960,+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+,2474,4,1,0,1,0,5,0,4,0,2,2,1,4,2,4,0,0,1,1,1,1,2,0,1
SLC26A10,NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1,402991;403874;404619;405159;405554;405861;406185;406414;406824;406980;407559;409465;409629;409882;409991;410521;410684;410893,403336;403984;404776;405323;405706;405943;406332;406527;406901;407075;407665;409534;409745;409915;410073;410575;410890;411008,+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+,2241,1,0,0,0,0,0,0,3,2,1,2,1,0,1,2,2,0,0,0,0,0,0,0,0
B4GALNT1,NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1,410282;410282;410282;414599;414599;414599;415711;415711;415711;416031;416031;416031;416519;416519;416519;416898;416898;416898;417237;417237;417237;417829;417829;417829;418080;418080;418080;419298;419298;419298;420377;420377;420377;420748;420748;420748;427098;427098,412315;412315;412315;414839;414839;414839;415851;415851;415851;416221;416221;416221;416617;416617;416617;417078;417078;417078;417274;417274;417274;417935;417935;417935;418250;418250;418250;419513;419513;419513;420633;420481;420633;420924;420924;420945;427226;427226,-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-,4003,10,16,10,13,15,15,20,13,19,13,13,9,36,38,33,4,2,8,12,14,6,20,14,12
OS9,NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1,481655;481655;481655;481655;481655;481655;481655;481655;481655;482336;482336;482336;482336;482336;482336;482336;482336;482336;483064;483064;483064;483064;483064;483064;483064;483064;483064;483252;483252;483252;483252;483252;483252;483252;483252;483252;483561;483561;483561;483561;483561;483561;483561;483561;483561;483925;483925;483925;483925;483925;483925;483925;483925;483925;484251;484251;484251;484251;484251;484251;484254;484254;484254;484551;484551;484551;484551;484551;484551;484551;484551;484551;484820;484820;484820;484820;484820;484820;484820;484820;484820;488239;488239;488239;488239;488239;488239;488239;488239;488239;488639;488639;488639;488639;488639;488639;488639;488639;488639;489378;489378;489378;489378;489378;489378;489378;489378;489378;490061;490061;490061;490061;490061;490061;490526;490526;490526;490526;490526;490526;490526;490526;490526;490772;490772;490772;490772;490772;490772;490772;490772;490772;490916,481912;481912;481912;481912;481912;481912;481912;481912;481912;482512;482512;482512;482512;482512;482512;482512;482512;482512;483127;483127;483127;483127;483127;483127;483127;483127;483127;483328;483328;483328;483328;483331;483331;483331;483331;483331;483659;483659;483659;483659;483659;483659;483659;483659;483659;484135;484135;484135;484135;484135;484135;484135;484135;484135;484355;484355;484316;484355;484355;484355;484355;484355;484355;484651;484651;484651;484651;484651;484651;484651;484651;484651;484871;484871;484871;484871;484871;484871;484871;484871;484871;488327;488327;488327;488327;488327;488327;488327;488327;488327;488887;488887;488887;488887;488887;488887;488887;488887;488887;489567;489567;489567;489567;489567;489567;489567;489567;489567;490225;490225;490225;490225;490225;490225;490641;490641;490641;490641;490641;490641;490641;490641;490641;491662;491662;491662;491662;491662;491662;491662;490826;491662;491662,+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+,2847,3748,5182,5242,4691,4311,4709,4598,4025,4072,4130,3617,4224,5413,4951,5128,319,269,387,3644,2809,2805,5173,5094,4532
LOC105750769,NW_003843736.1;NW_003843736.1,484883;487433,484904;487864,-;-,454,0,4,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,3
AGAP2,NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1,508399;508399;509939;509939;510342;510342;510834;510834;511295;511295;512466;512466;512837;512837;513212;513212;513881;513881;514091;514091;514390;514390;514807;514807;515473;515473;516136;516136;516481;516481;516680;516680;517899;517899;520126;521391;525693,509571;509571;510194;510194;510564;510564;510924;510924;511443;511443;512594;512594;512953;512953;513374;513374;513985;513985;514177;514177;514548;514548;514916;514916;515607;515607;516283;516283;516566;516566;516767;516767;517957;517957;520973;521790;525956,-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-,4790,6,6,6,7,2,7,4,4,9,9,5,9,16,20,16,3,0,0,4,5,7,6,8,3
TSPAN31,NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1,533023;533967;534401;534795;535188;535471,533560;534134;534481;534926;535301;536021,+;+;+;+;+;+,1584,2620,3193,3044,2811,2534,2948,2777,2275,2244,2648,2393,2608,3091,2985,3018,543,526,613,2605,2180,2149,2808,2802,2488
CDK4,NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1,536218;536838;537110;537388;537682;537944;538230,536638;536973;537160;537497;537849;538079;538455,-;-;-;-;-;-;-,1248,6133,7065,6729,6502,5687,6463,6617,5563,5562,4920,4515,4790,5223,5020,4795,5078,5191,5725,5539,4813,4923,6554,6251,5709
Mar.09,NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1,542939;544370;544778;545702,543175;544525;544970;547331,+;+;+;+,2216,4008,5266,5110,4504,3970,4534,4841,4006,3813,3348,3203,3353,4013,4049,3818,2001,2093,2550,4009,3211,3054,4815,4826,4303
LOC100913970,NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1,550239;550888;551363;551757;552496;552768;553191;553997;554850,550501;551085;551441;551929;552668;552968;553393;554187;555044,-;-;-;-;-;-;-;-;-,1676,118,134,148,132,100,126,126,113,100,90,117,134,106,127,122,69,48,90,124,116,92,108,124,93
METTL1,NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1,555761;556742;557056;557251;558153;559970,556592;556843;557169;557435;558316;560003,-;-;-;-;-;-,1431,578,681,618,620,589,648,704,562,552,632,582,614,507,484,464,600,586,696,599,559,640,593,559,539
EEF1AKMT3,NW_003843736.1;NW_003843736.1;NW_003843736.1,561867;562214;570210,561986;562325;571637,+;+;+,1660,485,578,531,516,461,584,632,594,519,638,544,623,499,496,433,170,151,194,513,450,421,567,521,536
TSFM,NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1,572560;572919;574447;575927;576682;580917,572683;573071;574575;576049;576769;581485,+;+;+;+;+;+,1186,1173,1348,1352,1257,1228,1323,1332,1193,1097,1066,1075,1207,1257,1326,1164,1080,1092,1195,1276,1187,1127,1367,1224,1193
AVIL,NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1,582462;584225;585269;585665;586928;587228;588130;596304;596584;597229;597462;598851;599027;599638;601030;601508;602088;604251;606007;608783,583683;584347;585337;585853;587072;587373;588309;596462;596721;597329;597615;598949;599105;599840;601140;601616;602284;604325;606107;609704,-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-,4522,60,64,68,56,48,53,89,60,46,87,86,90,147,125,116,10,18,15,86,72,66,57,58,59
CTDSP2,NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1;NW_003843736.1,609783;614358;614649;616283;617151;617868;618170;618594;636040,614011;614543;614741;616339;617252;617906;618379;618724;636178,-;-;-;-;-;-;-;-;-,5186,6656,9136,8617,7298,6854,7471,7442,6262,6213,8041,7226,7877,10027,9482,9331,1745,1860,2217,7427,6276,6471,8168,8461,7460
